<amplicon ID>	<chr>	<Base position start/CpG start>	<Base position end/CpG end>	<Methylation pattern>	<count>	<raw cpg sites>		SumCounts	SumDiversity
RARB_124	chr3	25469860	25469925	1111001111	50	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111101-111	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111010000	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1111010001	2	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111010011	8	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11110101-1	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111010110	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1111010111	11	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111011-11	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111011001	11	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111011011	10	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111011101	3	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111011110	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1111011111	184	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11111-1111	2	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111100000	5	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1111100001	11	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111100011	51	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111100101	2	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111100111	5	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111101001	15	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111101010	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1111101011	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111101110	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1111101111	42	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111111-111	2	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111110001	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11111101-0	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1111110101	9	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111110111	20	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111111-11	2	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111111001	4	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111111011	14	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111111101	2	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111111110	4	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1111111111	162	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469866	25469925	-111011111	1	"((25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	0	1	"((50378232, 0), (50378242, 0), (50378252, 0), (50378259, 0), (50378272, 0), (50378282, 0), (50378284, 0), (50378289, 0), (50378293, 0), (50378306, 0), (50378313, 0), (50378322, 0))"	1		
RASSF1A_153	chr3	50378232	50378322	1000	1	"((50378232, 0), (50378242, 0), (50378252, 0), (50378259, 0), (50378272, 0), (50378282, 0), (50378284, 0), (50378289, 0), (50378293, 1), (50378306, 0), (50378313, 0), (50378322, 0))"	1		
RASSF1A_153	chr3	50378232	50378322	100001001	2	"((50378232, 0), (50378242, 0), (50378252, 0), (50378259, 1), (50378272, 0), (50378282, 0), (50378284, 0), (50378289, 0), (50378293, 1), (50378306, 0), (50378313, 0), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	100101001	1	"((50378232, 0), (50378242, 0), (50378252, 0), (50378259, 1), (50378272, 0), (50378282, 0), (50378284, 1), (50378289, 0), (50378293, 1), (50378306, 0), (50378313, 0), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	101110111	2	"((50378232, 0), (50378242, 0), (50378252, 0), (50378259, 1), (50378272, 0), (50378282, 1), (50378284, 1), (50378289, 1), (50378293, 0), (50378306, 1), (50378313, 1), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	111000011	1	"((50378232, 0), (50378242, 0), (50378252, 0), (50378259, 1), (50378272, 1), (50378282, 1), (50378284, 0), (50378289, 0), (50378293, 0), (50378306, 0), (50378313, 1), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	111001000	1	"((50378232, 0), (50378242, 0), (50378252, 0), (50378259, 1), (50378272, 1), (50378282, 1), (50378284, 0), (50378289, 0), (50378293, 1), (50378306, 0), (50378313, 0), (50378322, 0))"	1		
RASSF1A_153	chr3	50378232	50378322	111001001	2	"((50378232, 0), (50378242, 0), (50378252, 0), (50378259, 1), (50378272, 1), (50378282, 1), (50378284, 0), (50378289, 0), (50378293, 1), (50378306, 0), (50378313, 0), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	111001011	1	"((50378232, 0), (50378242, 0), (50378252, 0), (50378259, 1), (50378272, 1), (50378282, 1), (50378284, 0), (50378289, 0), (50378293, 1), (50378306, 0), (50378313, 1), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	111101011	3	"((50378232, 0), (50378242, 0), (50378252, 0), (50378259, 1), (50378272, 1), (50378282, 1), (50378284, 1), (50378289, 0), (50378293, 1), (50378306, 0), (50378313, 1), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	1101110111	1	"((50378232, 0), (50378242, 0), (50378252, 1), (50378259, 1), (50378272, 0), (50378282, 1), (50378284, 1), (50378289, 1), (50378293, 0), (50378306, 1), (50378313, 1), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	1101111111	1	"((50378232, 0), (50378242, 0), (50378252, 1), (50378259, 1), (50378272, 0), (50378282, 1), (50378284, 1), (50378289, 1), (50378293, 1), (50378306, 1), (50378313, 1), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	1111110111	2	"((50378232, 0), (50378242, 0), (50378252, 1), (50378259, 1), (50378272, 1), (50378282, 1), (50378284, 1), (50378289, 1), (50378293, 0), (50378306, 1), (50378313, 1), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	10100000111	1	"((50378232, 0), (50378242, 1), (50378252, 0), (50378259, 1), (50378272, 0), (50378282, 0), (50378284, 0), (50378289, 0), (50378293, 0), (50378306, 1), (50378313, 1), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	11100001001	1	"((50378232, 0), (50378242, 1), (50378252, 1), (50378259, 1), (50378272, 0), (50378282, 0), (50378284, 0), (50378289, 0), (50378293, 1), (50378306, 0), (50378313, 0), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	11101110011	1	"((50378232, 0), (50378242, 1), (50378252, 1), (50378259, 1), (50378272, 0), (50378282, 1), (50378284, 1), (50378289, 1), (50378293, 0), (50378306, 0), (50378313, 1), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	1E+11	2	"((50378232, 1), (50378242, 0), (50378252, 0), (50378259, 0), (50378272, 0), (50378282, 0), (50378284, 0), (50378289, 0), (50378293, 0), (50378306, 0), (50378313, 0), (50378322, 0))"	1		
RASSF1A_153	chr3	50378232	50378322	1.001E+11	1	"((50378232, 1), (50378242, 0), (50378252, 0), (50378259, 1), (50378272, 0), (50378282, 0), (50378284, 0), (50378289, 1), (50378293, 0), (50378306, 1), (50378313, 1), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	1.00101E+11	1	"((50378232, 1), (50378242, 0), (50378252, 0), (50378259, 1), (50378272, 0), (50378282, 1), (50378284, 0), (50378289, 0), (50378293, 0), (50378306, 1), (50378313, 1), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	1.10011E+11	1	"((50378232, 1), (50378242, 1), (50378252, 0), (50378259, 0), (50378272, 1), (50378282, 1), (50378284, 1), (50378289, 1), (50378293, 0), (50378306, 1), (50378313, 1), (50378322, 0))"	1		
RASSF1A_153	chr3	50378232	50378322	1.1011E+11	1	"((50378232, 1), (50378242, 1), (50378252, 0), (50378259, 1), (50378272, 1), (50378282, 0), (50378284, 0), (50378289, 0), (50378293, 0), (50378306, 0), (50378313, 0), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	1.111E+11	1	"((50378232, 1), (50378242, 1), (50378252, 1), (50378259, 1), (50378272, 0), (50378282, 0), (50378284, 0), (50378289, 0), (50378293, 0), (50378306, 0), (50378313, 0), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	1.1111E+11	2	"((50378232, 1), (50378242, 1), (50378252, 1), (50378259, 1), (50378272, 1), (50378282, 0), (50378284, 0), (50378289, 0), (50378293, 0), (50378306, 0), (50378313, 0), (50378322, 1))"	1		
RASSF1A_153	chr3	50378232	50378322	1.1111E+11	1	"((50378232, 1), (50378242, 1), (50378252, 1), (50378259, 1), (50378272, 1), (50378282, 0), (50378284, 0), (50378289, 0), (50378293, 1), (50378306, 0), (50378313, 0), (50378322, 1))"	1		
RUNX3_95	chr1	25256086	25256117	00000-	2	"((25256086, 0), (25256089, 0), (25256096, 0), (25256109, 0), (25256117, 0))"	1		
RUNX3_95	chr1	25256086	25256117	11000-	1	"((25256086, 1), (25256089, 1), (25256096, 0), (25256109, 0), (25256117, 0))"	1		
RUNX3_95	chr1	25256086	25256117	11100-	1	"((25256086, 1), (25256089, 1), (25256096, 1), (25256109, 0), (25256117, 0))"	1		
RUNX3_95	chr1	25256086	25256117	11101-	1	"((25256086, 1), (25256089, 1), (25256096, 1), (25256109, 0), (25256117, 1))"	1		
RUNX3_95	chr1	25256086	25256117	11111-	1	"((25256086, 1), (25256089, 1), (25256096, 1), (25256109, 1), (25256117, 1))"	1		
RUNX3_95	chr1	25256086	25256128	0-0000	1	"((25256086, 0), (25256096, 0), (25256109, 0), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	0000-0	1	"((25256086, 0), (25256089, 0), (25256096, 0), (25256109, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	0	355	"((25256086, 0), (25256089, 0), (25256096, 0), (25256109, 0), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	1	72	"((25256086, 0), (25256089, 0), (25256096, 0), (25256109, 0), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	10	18	"((25256086, 0), (25256089, 0), (25256096, 0), (25256109, 0), (25256117, 1), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	11	9	"((25256086, 0), (25256089, 0), (25256096, 0), (25256109, 0), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	100	11	"((25256086, 0), (25256089, 0), (25256096, 0), (25256109, 1), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	110	12	"((25256086, 0), (25256089, 0), (25256096, 0), (25256109, 1), (25256117, 1), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	111	16	"((25256086, 0), (25256089, 0), (25256096, 0), (25256109, 1), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	1000	39	"((25256086, 0), (25256089, 0), (25256096, 1), (25256109, 0), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	1001	4	"((25256086, 0), (25256089, 0), (25256096, 1), (25256109, 0), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	1010	1	"((25256086, 0), (25256089, 0), (25256096, 1), (25256109, 0), (25256117, 1), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	1011	3	"((25256086, 0), (25256089, 0), (25256096, 1), (25256109, 0), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	1111	2	"((25256086, 0), (25256089, 0), (25256096, 1), (25256109, 1), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	10000	39	"((25256086, 0), (25256089, 1), (25256096, 0), (25256109, 0), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	10001	3	"((25256086, 0), (25256089, 1), (25256096, 0), (25256109, 0), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	10010	1	"((25256086, 0), (25256089, 1), (25256096, 0), (25256109, 0), (25256117, 1), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	10011	1	"((25256086, 0), (25256089, 1), (25256096, 0), (25256109, 0), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	10101	6	"((25256086, 0), (25256089, 1), (25256096, 0), (25256109, 1), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	10111	1	"((25256086, 0), (25256089, 1), (25256096, 0), (25256109, 1), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	11000	17	"((25256086, 0), (25256089, 1), (25256096, 1), (25256109, 0), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	11001	1	"((25256086, 0), (25256089, 1), (25256096, 1), (25256109, 0), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	11010	19	"((25256086, 0), (25256089, 1), (25256096, 1), (25256109, 0), (25256117, 1), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	11100	1	"((25256086, 0), (25256089, 1), (25256096, 1), (25256109, 1), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	11101	1	"((25256086, 0), (25256089, 1), (25256096, 1), (25256109, 1), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	11111	5	"((25256086, 0), (25256089, 1), (25256096, 1), (25256109, 1), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	1-Jan	1	"((25256086, 1), (25256096, 0), (25256109, 0), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	1-0101	1	"((25256086, 1), (25256096, 0), (25256109, 1), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	1-1011	1	"((25256086, 1), (25256096, 1), (25256109, 0), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	1000-0	1	"((25256086, 1), (25256089, 0), (25256096, 0), (25256109, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	100000	110	"((25256086, 1), (25256089, 0), (25256096, 0), (25256109, 0), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	100001	30	"((25256086, 1), (25256089, 0), (25256096, 0), (25256109, 0), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	100010	39	"((25256086, 1), (25256089, 0), (25256096, 0), (25256109, 0), (25256117, 1), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	100011	25	"((25256086, 1), (25256089, 0), (25256096, 0), (25256109, 0), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	100100	11	"((25256086, 1), (25256089, 0), (25256096, 0), (25256109, 1), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	100101	9	"((25256086, 1), (25256089, 0), (25256096, 0), (25256109, 1), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	100110	4	"((25256086, 1), (25256089, 0), (25256096, 0), (25256109, 1), (25256117, 1), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	100111	5	"((25256086, 1), (25256089, 0), (25256096, 0), (25256109, 1), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	101-00	1	"((25256086, 1), (25256089, 0), (25256096, 1), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	101000	45	"((25256086, 1), (25256089, 0), (25256096, 1), (25256109, 0), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	101001	43	"((25256086, 1), (25256089, 0), (25256096, 1), (25256109, 0), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	101010	11	"((25256086, 1), (25256089, 0), (25256096, 1), (25256109, 0), (25256117, 1), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	101011	31	"((25256086, 1), (25256089, 0), (25256096, 1), (25256109, 0), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	101100	12	"((25256086, 1), (25256089, 0), (25256096, 1), (25256109, 1), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	101101	2	"((25256086, 1), (25256089, 0), (25256096, 1), (25256109, 1), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	101110	10	"((25256086, 1), (25256089, 0), (25256096, 1), (25256109, 1), (25256117, 1), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	101111	168	"((25256086, 1), (25256089, 0), (25256096, 1), (25256109, 1), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	11-011	1	"((25256086, 1), (25256089, 1), (25256109, 0), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	110-00	1	"((25256086, 1), (25256089, 1), (25256096, 0), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	110000	46	"((25256086, 1), (25256089, 1), (25256096, 0), (25256109, 0), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	110001	34	"((25256086, 1), (25256089, 1), (25256096, 0), (25256109, 0), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	110011	10	"((25256086, 1), (25256089, 1), (25256096, 0), (25256109, 0), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	110101	11	"((25256086, 1), (25256089, 1), (25256096, 0), (25256109, 1), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	110110	1	"((25256086, 1), (25256089, 1), (25256096, 0), (25256109, 1), (25256117, 1), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	110111	14	"((25256086, 1), (25256089, 1), (25256096, 0), (25256109, 1), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	111000	27	"((25256086, 1), (25256089, 1), (25256096, 1), (25256109, 0), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	111001	5	"((25256086, 1), (25256089, 1), (25256096, 1), (25256109, 0), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	111010	2	"((25256086, 1), (25256089, 1), (25256096, 1), (25256109, 0), (25256117, 1), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	111011	110	"((25256086, 1), (25256089, 1), (25256096, 1), (25256109, 0), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	111100	2	"((25256086, 1), (25256089, 1), (25256096, 1), (25256109, 1), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	111101	11	"((25256086, 1), (25256089, 1), (25256096, 1), (25256109, 1), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256086	25256128	111110	11	"((25256086, 1), (25256089, 1), (25256096, 1), (25256109, 1), (25256117, 1), (25256128, 0))"	1		
RUNX3_95	chr1	25256086	25256128	111111	140	"((25256086, 1), (25256089, 1), (25256096, 1), (25256109, 1), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256089	25256128	-11	1	"((25256089, 0), (25256096, 0), (25256109, 0), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256089	25256128	-1001	1	"((25256089, 0), (25256096, 1), (25256109, 0), (25256117, 0), (25256128, 1))"	1		
RUNX3_95	chr1	25256089	25256128	-1011	1	"((25256089, 0), (25256096, 1), (25256109, 0), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256089	25256128	-10000	1	"((25256089, 1), (25256096, 0), (25256109, 0), (25256117, 0), (25256128, 0))"	1		
RUNX3_95	chr1	25256089	25256128	-11011	1	"((25256089, 1), (25256096, 1), (25256109, 0), (25256117, 1), (25256128, 1))"	1		
RUNX3_95	chr1	25256089	25256128	-11111	1	"((25256089, 1), (25256096, 1), (25256109, 1), (25256117, 1), (25256128, 1))"	1		
